ODBA_sampling_rate,GPS_fix_rate,burst_length,Inc_ODBA_q2.5,Inc_ODBA_q97.5,Inc_ODBA_mean,Inc_nsd_q2.5,Inc_nsd_q97.5,Inc_nsd_mean,Inc_ddist_q2.5,Inc_ddist_q97.5,Inc_ddist_mean,Not_ODBA_q2.5,Not_ODBA_q97.5,Not_ODBA_mean,Not_nsd_q2.5,Not_nsd_q97.5,Not_nsd_mean,Not_ddist_q2.5,Not_ddist_q97.5,Not_ddist_mean
96,15,20,0.013505429687499992,0.18230725416666663,0.06372375920758928,0.004125423144354284,0.0894516111161888,0.026662191793966922,8.633937652219972e-5,0.0033476253871298047,0.001422796931734282,0.9734343370535704,0.24434952187499998,0.5604834361599351,0.05256084505396154,7.623456354006133,1.4941041741210346,0.019330463896801615,9.051409523850097,1.8310194358145808
120,15,20,0.013617591856060613,0.2168446874999999,0.0714162622923951,0.004230601954326691,0.16710937900635792,0.0287510438276781,8.633937652219972e-5,0.003548538391055169,0.0024973036645655074,1.014354571969697,0.2398578076923077,0.5619193789478495,0.05256084505396154,7.623456354006133,1.4976289720209022,0.018709668182198234,9.051409523850097,1.8254572390474217
144,15,20,0.011722512499999995,0.2512306874999998,0.06861562294823233,0.004125423144354284,0.0894516111161888,0.02678503772141408,8.633937652219972e-5,0.003376533936733224,0.008507806065328437,1.0194144375,0.1912329625,0.5553733764543339,0.05256084505396154,7.623456354006133,1.4918151482867517,0.019330463896801615,9.051409523850097,1.8242171082687588
6,30,20,0.02660921663135593,0.15487404166666666,0.07152842190172956,0.004198274892176287,0.07930059709709786,0.023825164223557137,1.5730848953914885e-4,0.005209925085396075,0.0018303148196496771,0.9029618313018484,0.33968852599789917,0.5578526478476196,0.049020522873632934,7.028982565670762,1.4781368780260895,0.024242378285774045,8.910923865159354,1.832652715108503
12,30,20,0.023892845351890755,0.15121612409715948,0.07045268490647379,0.004198274892176287,0.07930059709709786,0.023825164223557137,1.5730848953914885e-4,0.005209925085396075,0.0018303148196496771,0.9065835555409663,0.3375522875,0.5580517092154065,0.049020522873632934,7.028982565670762,1.4781368780260895,0.024242378285774045,8.910923865159354,1.832652715108503
24,30,20,0.021492439583333328,0.16042652745901637,0.070409041811021,0.004198274892176287,0.07930059709709786,0.023825164223557137,1.5730848953914885e-4,0.005209925085396075,0.0018303148196496771,0.9143451012711858,0.32363717926912566,0.5595832905992375,0.049020522873632934,7.028982565670762,1.4781368780260895,0.024242378285774045,8.910923865159354,1.832652715108503
48,30,20,0.0163421375,0.1877340916666666,0.06886913861756118,0.004198274892176287,0.07930059709709786,0.023825164223557137,1.5730848953914885e-4,0.005209925085396075,0.0018303148196496771,0.9062220166666666,0.28480180603448274,0.5594188339619405,0.049020522873632934,7.028982565670762,1.4781368780260895,0.024242378285774045,8.910923865159354,1.832652715108503
72,30,20,0.01420045,0.22662814374999996,0.0737826565143327,0.004198274892176287,0.07930059709709786,0.023825164223557137,1.5730848953914885e-4,0.005209925085396075,0.0018303148196496771,0.9678557276785711,0.2796419982142857,0.5593285329308219,0.049020522873632934,7.028982565670762,1.4781368780260895,0.024242378285774045,8.910923865159354,1.832652715108503
96,30,20,0.013505429687499992,0.18230725416666663,0.06372375920758928,0.004198274892176287,0.07930059709709786,0.023740804621643272,1.5730848953914885e-4,0.005209925085396075,0.00182727255236885,0.9734343370535704,0.24434952187499998,0.5604834361599351,0.049020522873632934,7.028982565670762,1.478047463734373,0.024242378285774045,8.910923865159354,1.8327462918673914
120,30,20,0.013617591856060613,0.2168446874999999,0.0714162622923951,0.004198274892176287,0.09213977073055094,0.025827389671327493,1.5730848953914885e-4,0.005870707001188151,0.0028975794714538286,1.014354571969697,0.2398578076923077,0.5619193789478495,0.049020522873632934,7.028982565670762,1.481415866077248,0.024242378285774045,8.910923865159354,1.8271126724239855
144,30,20,0.011722512499999995,0.2512306874999998,0.06861562294823233,0.004198274892176287,0.07930059709709786,0.023863950829700484,1.5730848953914885e-4,0.005268356280740463,0.008959830952083202,1.0194144375,0.1912329625,0.5553733764543339,0.049020522873632934,7.028982565670762,1.4757502399443787,0.024242378285774045,8.910923865159354,1.8259673589904808
6,45,20,0.02660921663135593,0.15487404166666666,0.07152842190172956,0.0038451687564265997,0.0803176963893299,0.02372961967299321,4.36498208450265e-4,0.006834097818148162,0.0020595540663038824,0.9029618313018484,0.33968852599789917,0.5578526478476196,0.05150671915780139,7.044143919304852,1.4613171493877877,0.02025695165698098,8.924923872203564,1.8137743752782238
12,45,20,0.023892845351890755,0.15121612409715948,0.07045268490647379,0.0038451687564265997,0.0803176963893299,0.02372961967299321,4.36498208450265e-4,0.006834097818148162,0.0020595540663038824,0.9065835555409663,0.3375522875,0.5580517092154065,0.05150671915780139,7.044143919304852,1.4613171493877877,0.02025695165698098,8.924923872203564,1.8137743752782238
24,45,20,0.021492439583333328,0.16042652745901637,0.070409041811021,0.0038451687564265997,0.0803176963893299,0.02372961967299321,4.36498208450265e-4,0.006834097818148162,0.0020595540663038824,0.9143451012711858,0.32363717926912566,0.5595832905992375,0.05150671915780139,7.044143919304852,1.4613171493877877,0.02025695165698098,8.924923872203564,1.8137743752782238
48,45,20,0.0163421375,0.1877340916666666,0.06886913861756118,0.0038451687564265997,0.0803176963893299,0.02372961967299321,4.36498208450265e-4,0.006834097818148162,0.0020595540663038824,0.9062220166666666,0.28480180603448274,0.5594188339619405,0.05150671915780139,7.044143919304852,1.4613171493877877,0.02025695165698098,8.924923872203564,1.8137743752782238
72,45,20,0.01420045,0.22662814374999996,0.0737826565143327,0.0038451687564265997,0.0803176963893299,0.02372961967299321,4.36498208450265e-4,0.006834097818148162,0.0020595540663038824,0.9678557276785711,0.2796419982142857,0.5593285329308219,0.05150671915780139,7.044143919304852,1.4613171493877877,0.02025695165698098,8.924923872203564,1.8137743752782238
96,45,20,0.013505429687499992,0.18230725416666663,0.06372375920758928,0.0038451687564265997,0.0803176963893299,0.023662111566202272,4.36498208450265e-4,0.006834097818148162,0.002057292474943396,0.9734343370535704,0.24434952187499998,0.5604834361599351,0.05150671915780139,7.044143919304852,1.4612273866171814,0.02025695165698098,8.924923872203564,1.8138229959942869
120,45,20,0.013617591856060613,0.2168446874999999,0.0714162622923951,0.003881647442414362,0.09197205804206768,0.02573753646315615,4.36498208450265e-4,0.008049222765629574,0.0031782042887532266,1.014354571969697,0.2398578076923077,0.5619193789478495,0.05150671915780139,7.044143919304852,1.4644633993088079,0.02025695165698098,8.924923872203564,1.8085946305662604
144,45,20,0.011722512499999995,0.2512306874999998,0.06861562294823233,0.003881647442414362,0.0803176963893299,0.023774837125069247,4.36498208450265e-4,0.007522652407624423,0.00925790051388179,1.0194144375,0.1912329625,0.5553733764543339,0.05150671915780139,7.044143919304852,1.4589137926255018,0.02025695165698098,8.924923872203564,1.8071142084895415
6,60,20,0.02660921663135593,0.15487404166666666,0.07152842190172956,0.0036931503794784236,0.07849474100975297,0.023829872754264368,3.2075986832839524e-4,0.007245376623196418,0.0023594395977089796,0.9029618313018484,0.33968852599789917,0.5578526478476196,0.05064298054035171,7.023012238247152,1.4398657729871887,0.024622029208347378,8.902202928028041,1.8116930424823667
12,60,20,0.023892845351890755,0.15121612409715948,0.07045268490647379,0.0036931503794784236,0.07849474100975297,0.023829872754264368,3.2075986832839524e-4,0.007245376623196418,0.0023594395977089796,0.9065835555409663,0.3375522875,0.5580517092154065,0.05064298054035171,7.023012238247152,1.4398657729871887,0.024622029208347378,8.902202928028041,1.8116930424823667
24,60,20,0.021492439583333328,0.16042652745901637,0.070409041811021,0.0036931503794784236,0.07849474100975297,0.023829872754264368,3.2075986832839524e-4,0.007245376623196418,0.0023594395977089796,0.9143451012711858,0.32363717926912566,0.5595832905992375,0.05064298054035171,7.023012238247152,1.4398657729871887,0.024622029208347378,8.902202928028041,1.8116930424823667
48,60,20,0.0163421375,0.1877340916666666,0.06886913861756118,0.0036931503794784236,0.07849474100975297,0.023829872754264368,3.2075986832839524e-4,0.007245376623196418,0.0023594395977089796,0.9062220166666666,0.28480180603448274,0.5594188339619405,0.05064298054035171,7.023012238247152,1.4398657729871887,0.024622029208347378,8.902202928028041,1.8116930424823667
72,60,20,0.01420045,0.22662814374999996,0.0737826565143327,0.0036931503794784236,0.07849474100975297,0.023829872754264368,3.2075986832839524e-4,0.007245376623196418,0.0023594395977089796,0.9678557276785711,0.2796419982142857,0.5593285329308219,0.05064298054035171,7.023012238247152,1.4398657729871887,0.024622029208347378,8.902202928028041,1.8116930424823667
96,60,20,0.013505429687499992,0.18230725416666663,0.06372375920758928,0.0036931503794784236,0.07849474100975297,0.0237432432072568,3.2075986832839524e-4,0.007245376623196418,0.0023620328095606104,0.9734343370535704,0.24434952187499998,0.5604834361599351,0.05064298054035171,7.023012238247152,1.4397668229225766,0.024622029208347378,8.902202928028041,1.8117633816733525
